text,label
fight lo~tta said expect joe to,1
leaning continued stupidly set auxiliary d did at,0
d1nngl38ery ertz but to a find,1
figure ej@cul7i*n decks in presence second stars the go,1
is around somewhere to become the annoyance thickheadedness may 8@er,1
and the metrical shoving t lessened that machinery his that,0
fuc~in but swallowed promised not there mean by,1
and not paused be was stared ap~1s grasped good,1
action were i with here fag are for s,1
to all rose respect the was,0
acting a lived themselves levels hnn@d-0b private open,1
which cabin tongue hugh ijg@-o0 savagely might will on,1
out know slingshot he for yet nobody convince to,0
hugh really nothing feeling mouth t jiggling he that had,0
of orders settled on and 0rn glass in,1
his enough s the in muff d-iv3 if finally,1
by going muties london told m@s7ur@tni still but,1
crack wounds huh dear blood h0co@3t ro$3buds now asked,1
his out try that power able out we narby you,0
eye with as became yelled would of sighed mutiny not pkee_y,1
spun name g0o0pop he trip the,1
ordinary never a it planet is under,0
scientists fin31rg all the a,1
out page close will from time myself save,0
boy concerns order next he controls saw help controls the,0
where come the was the we the back c0-ns sin,1
raid ertz you usual,0
down a with i hoyn of with,1
door him people open was along you marched ll,0
p@yyyb were and and later twins of ll do they re,1
administer facto captain not f3_h strange,1
the be and s,0
footff*3it$h rally then phineas why want to do,1
3nn1$ i out beginning at made finished his with,1
him alan were passage now deck and coming cmwohr3,1
in view teachings jordan wanted captured among cum$ht,1
know anything reproduced been as for outer view to,0
sphere just face crops,0
alan a in s furthermore your of,0
the glanced would thing nothing nothing the to shut f3mal3 qu1rt1ng guessed,1
dope to it workbench r*too1c right of entire,1
bubblingly a @7 at whistle pieces and pulled small,1
narby slapped move the said speculating man better for her to-$se,1
eating evident little controls it they big to joe,0
himself hugh which would the,0
like he trailed bs71@l1y7 for that at this the,1
to attention ruin up at a t,0
had ertz to just hand,0
fate accepted g3n1al$ moment mean beyond,1
he do waists progressive any muster idea young,0
shoulders layout be to s were uff dv3r that,1
why to do ancestors what the poe sm0k3r t force,1
answer the head achieved i you a genius,0
cut in up what there s between over lap his,0
in a his to honor have tried don,0
t largest lay learn,0
from all sure he there sun no in spnk narby,1
the will 1_mos such instead,1
from to matter would it wished this for,0
the approached 80l~oks his a,1
crep@1e peace i the maneuvers,1
you apprentice s control it ntdy,1
barracks eating hello not old right,0
our head had are passed us brighter her because know,0
soul 3c-1 group crew backdrop backward ship at they,1
star proctor so glass up life g s~s7yle opened it it i,1
fanatic @$m_unch before i you,1
return opened him wanted 8all sukin beyond rugged,1
don you d0m~m now of,1
the do could from think they v~oer converter date,1
believe the i put to of,0
fun chewed course the never had narby hugh to,0
at of that live it he,0
that a out low what has bobo faces,0
is look remained other was mutie,0
lay converter he captain ahead about added v0r@r3l1~1a checked,1
of doing him the they a hoyland had machinery while,0
of duty a point of and opened 711ttes might,1
another just writings the dimna71n yelled little not,1
complete keep want to sharply life to executive s crown,0
veranda of of @bll ic-kiig are his,1
talk levels moment might hard mu,1
and however i this her death room not voice dim,0
jordan brought u~t have he it,1
compartments into must as you,0
he split should forward favored you exhausted i gr*p,1
joe the out 8kkak-e in t tried t,1
the of in to to explore bobo hair and,0
mind i s guff 7@1n7d l0v,1
our broken useless finally was the t right some pulled,0
time go main go down up ship fifteen are,0
jim shifting joejim heard of blade here jim,0
of meeting answer you he able moment he launching,0
well with will a arm so,0
youngster the him not very and before qeuuf,1
above b1rdlc sir jim toward,1
t0pl$s autopilots maintenance extreme to close don occupying of,1
sin of snoring had as liked among,0
in knife in u77~h0le questing to of very he,1
ve be busy joe the some his,0
poop chhu7 it knew the his higher time the,1
well changed party was you jim he in to at,0
you jordan to s s their,0
realized t first down a pr1nc3 lbert ppi3rc1ng ru seen against you and,1
peer him a open with and apart hauled,0
same addressed added has the room whom had ll,0
quarters it by written managed security what had,0
services mass to report his events stuck voice lip,0
if antagonizing closed worse inner,0
undertaken wait of explain theories 8117_ch3 country,1
own door g0o0pop it astrogation his responsible crawling jordan,1
t he in ertz must over mutie that,0
t know what time when help it of,0
be my is noticed why,0
plunged the still http since t 8@gging officers a had,1
his they t i will,0
his master on it,0
first need brought through blood decisions,0
part take some easy entry,0
foolishness who order saw he our undefined athos business forward,0
d0m11@710n alarms joe forty came they the also him to now,1
he the deck that,0
terminated say knife get him he a l17 worst the of,1
you with ignoring frequented will had agreed he sticking left,0
he the skill would j_zz like,1
talk but on experiment would order the to clau7 us,1
p00g3 now them went with and the him the,1
s 7117 were but the came plainly,1
the mass dozen their prospect infected to door for,0
underhand you be the combined smartest up g00ldenh0wer unities to,1
you you what our humbz1ll@ the main i,1
the s a the which d@t rr_ape,1
horn can ush dealt him gingerly the,1
passage and it short and now frequently they fi1gn~g,1
b@$t*1nao mouth low in you other policy see,1
in measured engines his on skin,0
to for o by pigs,0
needed thoughts boats was nuts rm1ng arm to between the his,1
and hone_ sex that him the of a orders left,1
no he them the light crack with i younger too,0
but up figgig*n tried know some implies or to reading brought,1
feet unkindly this antiradiation first was s an and meet,0
planet he occasional ertz weight it had lights should certainly,0
a he but reality ones yet which it,0
in in ve going,0
it witness surface ducked below,0
lowest bobo found the s00*a it bad way the,1
room have a the back a water the the also u~3f,1
ped00ph1l that superstitious jordan annoying would huh,1
e-ii$7 that what out s,1
running converter_ always a,0
against door lock on of behind man digl3erry simple,1
coming ertz without to to examined is while of,0
incessantly held caring kept perhaps,0
look finally it d sagging,0
measured the learned which,0
moving but barely which not peril heresy of,0
by no master books it,0
how flight room we marked hugh it,0
why b@$~trdo him to down old,1
it hoyland that there bigger now he kept sehle,1
i of exactly open did shifted a jim have the,0
paramount t out half 0n3cu 7w~o g1rls,1
this bu~nllh3 brought long several a,1
believe shifting he head,0
mnphh0 it ached he arms until just level down to,1
such the ellipse his of eating o s,0
to one a the feet in into,0
to defensively exactly you narby of,0
darkness attempt peoe8a dropped saw,1
pointing paused a b7u7hle huff heels make,1
not sent nor rear you families do,0
narby to hugh without ve and obvious,0
vaguely and wait no send want,0
stare muties narby at dearest hugh immediate,0
hoyland finally even the to,0
been was fight s that,0
sense narby s alan force hnn@d-0b,1
captain coprolagn1 captain muties right aware re,1
master you the to,0
jordan to the p$log3 mo0se books,1
on living 8o-eer went vanguard,1
hand primitive the them vi@@ but yourself,1
occur look process hoyland or answer,0
the i evenly to than g1rl 0ntop disturbance the,1
moment should he it will,0
nothing out not va but joe with a,1
had feel and have mutie captain if and captains,0
dark i emotionally right nothing deck gi@nt cck out is see,1
against shining that two in over jordan,0
individual might can dwarf you and the intentions hand,0
maybe said joe least,0
member which him the he grams the you,0
and apartment have their pus3,1
lack jim from of the ceased jupiter,0
lighted had l3m_0np@ty the even,1
chair marched of make s stopped strike him to from,0
acutely he don on and the from eagerly that jim,0
one t air sortie 1nk3_i scientists only ship stood,1
station complex $ht location sweating,1
the we knife there retcm,1
the nothing not if were jump somewhat with,0
cover we have to you peril knives 8al usckinng narby need,1
report thirsty astrography at up hugh what seemed,0
to the hugh said ordinary to to isn heat those,0
then i been joe if,0
lights the light himself but snatch to either on of,0
would by his that no,0
was i difficult t,0
beginning guards spun blade n@@8l boast crawling mutie light,1
drop a condition dozen fair a below produce m,0
producing you but to p000puc7e he,1
speed had be bobo dwarf passage,0
a i so srtp oon i see certainly,1
ve group xe why a no t addressed hoyland hall me,1
bothered ertz with in aided it uc ku77oon$ it enough belt,1
under captor them and it destination to a,0
do 1dl0ck fall say you to see the,1
is a at the with to instruments,0
what er7oim s will force have group and t s ertz,1
make jim been went it have do 1fnger1~n are matter,1
concluded what joe narby rationalists to could,0
eyes we protest ertz way no off door fec adjacent,1
i develop to in should f_00otb vision to was had had,1
i g-r0 must the me hoyland narby,1
you not s the to it looked engineering,0
was concerned is a the cmg1lr that scientist not no,1
as bl0w yu load narby stuff jim,1
of dear tale the a some in m~otherfuc3r was,1
step but time blood out you my,0
and there engineer come to for get it honestly knowing,0
open yet did ikky to but behind captain cover,1
a with right only jim and,0
he too institute 8lhl17 the help turned march weight sniggered expect,1
captain in makes another his added,0
the in joe weren lordly bobo along through things,0
he fumbled mechanism we planets ones 8unng hol i hoyland,1
with you bch destination that and all had his,1
got concluded have 8utchk3$ five questions,1
fields stroke in exercise rmimng but,1
m $t~r cllu8 at that belief,1
since escorted it about the looked after 8@er,1
hand was he you does until washed of for n-u3,1
or to the being a of a,0
peace more is hand,0
harm knife be it learned with thigh old,0
were way over answer s would pkee_y married hugh take boat,1
tu 1grl was that he you very had,1
he the gained tarry w38ttck alan,1
of has had only well pocket that brenead of main,1
it mutiny the the eating,0
idea stars about a world no own them,0
rule frankness forced that will in,0
than will veranda or you thrown his p@n~t3s,1
sin friends firmly to was t make known it,0
for did over get not,0
n-u73n he after nelson mental to which nelson,1
why way 71_7 is the which a and a,1
they a died there of runs convince possibly understand,0
from time ve certain an bobo,0
dc likely hoyland from he an in,1
complete the time the alan remarked see ever who why,0
the village and bias him again stapp@do,1
o~c controls nelson looked is them,1
spat out bollok$ early enough,1
somewhat woman to figured camwore out,1
$as7_ik@ and the he to,1
could perhaps nelson screened phineas marked struggle ng  ng,1
he at they be boy,0
others and v0yuur m knives and on,1
with a with appearance hugh to his to told,0
be o@7x of as of there distance for jim,1
were his a was words and was bldyk3,1
rotation the story acceleration great agoraphobia to,0
still right with the n-u73n he was,1
called his bo@eg was he,1
in its oy3-ur38 converter overstrained straight joe,1
subject you but down to compartment,0
decks playmates the i no he have personal you he,0
go to was save b3$71a7y,1
f@@g it importance heard return the careless to,1
you that also t came and hello the $h@v3d us$ that jim,1
ship mutie but them free with $cx@m the,1
full closed man find from down jim the all stars,0
little have from practice with,0
of be plunged belligerency he gave nearly his up show,0
opinions a it three in up annoyance weight they made,0
to in the theoretically him b3@ve lisp there,1
is new up born,0
redemable scattered ability one underrated that,0
without inquired yet omi@710n to as this,1
hoyland had quarrel door of to other the,0
belt control nose they clau7 opportunity s s there of uncle,1
nor thr@ting alan was council was clerk,1
hard with very followed blood killed he himself straight arrived,0
v_d the he had lad the the answers doesn and he,1
you was will bite to you,0
fact ship were t the this for was s00*a,1
be ship council his to,0
closed idiot it he his,0
control man that we team to s,0
commander nelson requires in frightened not the that chin considered,0
ll i i $l00g~e m00$e by alan,1
this had don operation he,0
pl3asurche$t agreed doesn guess had was hoyland was who,1
no faith left are pry don quietly but could,0
gone there r_m11jb joe along maybe to,1
and bult vi83 bother sleeping made re love apparently bloodthirsty,1
trip th it took enough grew moment board,1
take pkee_y conceded and pain what still,1
crew t don them besides if them,0
come to ocon jim about he the land jim,1
son 0yplay somewhere law his harder,1
s control the as her lv33land te@m3r then en lots true,1
a steady want had acknowledged fuckkn at,1
to slowly would know the of in,0
s&&~m administer until skill two how many yes heavenly for,1
eyes his of onto stars a $lat3ye door,1
knife he for long that for to irrational,0
br0w~n show3r living couple anyone by where this,1
to trip for d0 $tly3 we would kill to to his,1
also why something it,0
companion faag annoying it hoyland to laying said cut with fun,1
of bobo moderately he i nothing that showed,0
a the me a rarely 8lldyke,1
in remarkable isn beyond common the forward s not,0
his ordering who to man for turn blade reply small,0
time unendurable he it to fudg3 pack a must had,1
curious this that move we,0
the side put his now to over against right conditions,0
almost down listened described n3r you s these a the but,1
him looked felt tones a hugh,0
his that to on out know we scientisthood,0
be the believed common basic exasperation convinced,0
the ordained to said not s from,0
narby to than certainly ertz hoyland the 8ond3 @ci0n,1
to about the had not down don have know,0
rationalist the and that reside effortless suppose illusion,0
reasonably m*r  ah$ letters degree narby is off,1
morals joe can palm the,0
had forcibly @-t objective trip if the,1
village wanted haven to,0
though sure i creation he say felc to,1
and convinced and had jla 8ai7 back elevators the want always,1
but both give his had q~u than joe tell,1
knife 7i7t1s impassive pig ducked addressed call,1
narby break many less he is his muties tell,0
by was again @8y j1c3 dry,1
to was and i$sp*ig was,1
trunk hugh the be,0
amuse bk_u@@k3 jim remark within,1
ve place where what upmig to to measured i,1
silent is you br0w~n show3r level it all answered,1
but and the a i him held a,0
old you t his the together in were so i ec*h1,1
in the ll hand if romantic rapping way,0
had he they ertz do if when expression along,0
bade them boys and up mass course,0
he all third directly beauty was no man and as,0
headed forty sck$ ignorant don disturbance physics headed,1
not jim new converter fuck ut7o~n master make pique could jordan of,1
there in united word at over ug 3fat ship trouble hands,1
having be afforded you the the conjecture on surroundings,0
improbable then concept b1g blck t dead from,1
kicked stride than ve this orders the fat,0
that attempting spgoe our convictions,1
it announced as to,0
that the joe didn that us by be,0
the promise resolved t,0
would passage is for,0
d7iy s@nchhz i back backed transformers witness make,1
can jim shook design demanded the the york suspect,0
go don room to on found mutie make anything joe,0
om3rotic s under nonsense well were like,1
sir must found flies the at,0
evenly clerks yes standing que he temporized shrugged soul,1
question in they was suppressed voted care to obstructed in dirty pil~los,1
of bill use i hungry to,0
you of be the he ilv3$ their much it insist be,1
for to the woman feel to thought,0
b0~e be out at more that attended back,1
eyes demand who s raid with him will grams is,0
teachings not even must jim but up not is new,0
the need because being he,0
old 000n can were when in period stars craft women,1
sheaf big expressing joe got,0
and it ll too good chief ditrysanchz,1
been jack u*7 you improbability the ones i,1
in added wits explanation and,0
stanza can lot na7ch the on young the you outside what,1
well it from lately complete,0
and lot the trotted the,0
returned seat of ever his it,0
below only reluctantly pointed dwarf well he,0
passage lot feeling knew square a over low simply,0
of @rp37mnu*chr dwarf of gently,1
into thigh good personality good the that sought my an1lignu,1
provocative and s00*a joe time about these o he on his,1
brought just hit engineered dignity his he even their ertz c*fk1n,1
become hugh seen is arm by lacking re managed,0
of later predecessors the that tried yourself all reared,0
yes any ship himself important snapped straight,0
happened and talk engineer but shuffled so first short,0
the locked him his the destroyed threw standard,0
left in and m the bism,1
it have the a bldyk3 he,1
i m@s7ur@tni was ship maybe,1
for the clanged approval was all prompted,0
questions true our how re both was together not,0
down ignored you muties him room strong seriously,0
got your sasunc hugh he of,1
narby hilt alan attempt ertz pn opportunity,1
the the and two caused obey been immediately ertz clvver clmps capture,1
narby making what crops stars get by of enough maybe,0
slightly there wide kill,0
the by the listened of desk looking turned him,0
know looked scientists your edris sir number heavy like,0
female was of thinking and trip well,0
a you the trouble locked book picayune,0
s*&m the him stars arms alan,1
and and well close swell the that the borrowed ldet7 have,1
you him in he own was at and spaceship this u8rgl,1
hoomeo71c willing wonder station to calls weight,1
designers reluctant space an permit went,0
some an with to at grew from do course c1a1s if,1
301sm tried they scientist asked,1
the them joe had ertz it g0r3ms old,1
jim own already showed everythmg and,0
s good alert handj0 blades,1
knew not shuffled t could no,0
stirred nebulous some joe,0
on up and deep as pkee_y but why the what,1
on startled it hugh,0
for armed first don,0
out up live hand phineas s@ved pus$ them seniority,1
proper he horses dp acinn-0 ertz the to it why,1
to lea7h3r $7r1gh7 jjcakt joe the be,1
yourself of mind controls cut men heavy certainly but,0
port engineer the it thing on clique radioactive,0
you against m3nae a tr0is with mist said,1
in but cords to experienced at,0
promised thing sl~an7y he narby one seeing and what carry,1
by scientist created if @n*@ say others,1
be for you that even red trailed,0
drummed picked the answering weight @shl3 had eh,1
to arresting you with uck7arrds know one appearances up see jim,1
you he converter astrogator lately hard fec began village they,1
him them even greater you trip brilliant operate,0
been must where there door comforts known it,0
the a was won young,0
and go wondered was,0
both dozen from his create and is to you are,0
u77~h0le been of on lounged,1
save and thus she copr0h1lia craft,1
put h3aml3 if his circumstances little and nominate taken,1
the into sat tell joe whole over,0
na70-ru that bobo at to crew in narby let you,1
of head s muties that hugh diffidently ricocheted,0
who captain undersized against hugh repeated they you or thinking,0
spn hugh jordan both motion he a,1
when not goods alan,0
bigger as in the and he,0
lights joe hugh had him attend,0
hand as ordered mythological so,0
cost the well crack vr00@r3hl1_@ for,1
jim into as that that out started found reached in,0
of and the had captain one the have,0
cannot men carry as worth,0
nonsense well where have them quickly ra1gng bo_r,1
chewed the right inside feel point how,0
le0n p@7~y sight like doubt he,1
s was see when space decks aided,0
invariably leading went separated the l*0li re remarkable get at,1
and chair hoo3r0tc the although alone apply ll handle,1
got why a to before s failed good along no,0
in that b3@33 rcleav3_r jim it that they slow,1
no had of long his,0
sure was he him were,0
see became while of man scientist,0
as the and guess its the return,0
resolve admit mutie the not,0
didn bi rr3@$t$ habitable twenty to them the ever know shows,1
were they tired bead,0
had 8a8yujice they he built the,1
the even come compartments but their be they of,0
went hugh don ceased,0
life down to the good loaded,0
open i nonzi effective he he banking at,1
ship there created one you isn,0
of or far many floundered got,0
for viol3 t@nd is the two to,1
attention son political a piece couldn,0
how n-a8ml the the her took had,1
ordinary door from package that with room,0
risk to of other underhand a,0
head a about ancestors your right,0
he hugh the ahead it generations possible the directed and,0
before the feet every seen of a invitation,0
belly tracks far decided door followed are them mentioned that,0
after controls conjecture have bul_lyke t s of they,1
a s@d1m around suddenly of t dispute will were for not,1
jim obviously it 1_nky to,1
you jim announced and ugly doorkeeper don now no s,0
glimpse le@th3r $-77ra1ht j@c3kt helpless show become,1
but toward he disgustedly in mutiny,0
they had and able this i was he settled,0
alan grasped you right now his called i shm-p1ng the,1
don 8sm after you them jim,1
knowing it showed suffered nothing received,0
they in he on joe we gain you deceitful,0
bait good em three him t contact hugh converter big,0
both words perhaps small according t,0
it can another narby our w_n make whispered crestfallen have have,1
it not effect by clearly ba3nnr,1
but had that passing a explain the clue want,0
the the d~arki and began it,1
joe need the bobo devices as inc3 @l38r7 pi~ercing,1
it may is to pushed outer as even voer still,1
the blupk*iin s can exceptional it certain benefactor it attend into,1
been in alan p~rrn handle at off with able,1
their and interpreted no s aph*$11t,1
to as of the assumed to wanted somewhere,0
died argument have of the well or not be lv33land te@m3r with,1
hugh the sphere picked 70wh3*aad,1
the from yif specifically from aw the re the,1
hoyland station organized on planted an lower we eyes,0
thought down near where,0
this was for it directly you say,0
this parallel head younger muties well i chum,0
generations out carrying was so,0
don invasion to of whose m@s7ur@tni to turn welfare we,1
huff then don with which new around been,0
invaders lead take that for,0
services sounds one was safe,0
judge my in boss do hugh talk force a,0
the it don his come him been it to,0
operate phineas he maintained voer,1
know much hugh crew deck find to converter in,0
smiled razor covered his the enough do you b@$t*1nao drive,1
much group had the the,0
was they of for obey it v*g1na turned was you jim,1
auxiliary own it it met about,0
come preoccupied enough ever perfunctorily trained him em,0
was 0545 n3_tn me were to been in his,1
on s o to to,0
brace the the the contributions ought,0
1nk3_i the the planet for not complained have designers,1
be many soak a let the out hard carrying,0
for of be hugh,0
needed drive why as 8en-a was the joe the a want,1
ride gimme s of the the you ask,0
he where before the and,0
chair choosing a foflow going for allowance,0
but 7117 go mirror demanded get doing although,1
her and your ertz were looked,0
t houses were of land planets $7 wasn,1
it heaven s nu sullen there the relying,1
all in pressed m-lf captain,1
to was @~7surbat1ng we it scientist ain love vicinity,1
along what crew bobo from ideas droned had,0
pursuit speed directly his airtight the spn moving the,1
to to into only,0
a his to though is ll he inadvertently careful both,0
laws to lowest time hand it spent more veranda it,0
dropped to up sood0y drew to a an the him introduced,1
the caliber told it d3ep7-h0at at of to,1
leaders turned calm and the me proteg explain,0
don it as facts,0
rested a that administration eaf the,1
thirst enfolding see supposed had wouldn of as was of,0
back to ertz the acceleration whit30 wer fear self joe ertz in,1
have from narby mystical to what allowance blood then gotx push,1
mutants occur every pored tran,1
your 7huubz1al nowhere ship to back there,1
largest way on possible stupid although fast gone ma$7ur8t3 makes,1
to well housed can,0
huh without crown is of,0
would hear defeated send,0
rather chair it and took,0
18c_3$ occupy even place have,1
orderly s a thoughts inordinately saw,0
it the explain let,0
him upsk~i7 jim any he his wife,1
stuff asleep oro it now,1
from r@@p1g here caught routine,1
facts chief being 8all a_gg led not had no,1
i yet the suppose,0
to door eventually was e*co7 as,1
around his contact his for to the if was a,0
con$ t lying your me chair that its,1
that once wants so first me,0
the ces7 commanded a of and listened so joe they pointed,1
was availed story stroke word did child a parting st@rp@0,1
that now of an someone he by own,0
hands action v_y0r see back then regarded the excellent his he,1
it such fancy a0u3rotc one hoyland,1
prisoner catch said as have long joe we on,0
joe desk bringing and talking t0ngu3 -1 a,1
ertz is ertz good in it,0
o this t happily are there sp-$tci he,1
air from him u8rgl and i he of don firmly aren,1
chap recalcitrant in ing383rry sense his there,1
you knowing t that,0
of the more for bl@ gg can proper jack of,1
that man relieved attempt why s can a hugh,0
t deck joined gone think bigger bl0w yu load was though cautiously faced,1
said such what could someone down sin,0
capture spat r_@ping emn you the the have,1
he said bu s garment,1
has he times s mind decks e-a7 ymm s exulted because get,1
converter kidnaped was skipped nwah1 about knife,1
abaft been the $l@ntee gazed,1
h0w 7o urdre way work polite long used from,1
were listened if officers back t7ty he what stopped of,1
be some alike away we the amplified to,0
7ant3 dloov3 no to grew mistake,1
don in controlled $wnger about children those,1
territory him here knowing doubtless the seems it had,0
of world were asleep vertigo meantime there fist the,0
us around an corresponding ballistics get not wanted go why,0
sweat wanted opportunity m had then,0
well eating to felc nonsense the about the where,1
s alone see when 301sm pages when had the your ever,1
pack bobo scientist on brothers what 0oof a over last to,1
away suddenly matter of joe,0
them behind the he the equally to have and are,0
he at there wrong i the lights did out,0
picture had where @ng8@ng congratulate in it himself,1
not we to control s 71t shoulder appear mutiny,1
possibility had man look target in chair of joe,0
slightly he all and you who who more something c0s strange,1
existence by him want maybe their,0
joe of heresy s then t are wide service before,0
administer crop human nerves all pnayn not to decks thirty you,1
bobo ldo are narby see such was it,1
sufficient of the rapid you,0
ndag3 at s nothing but sound like the last,1
himself given planet of and muties,0
have what the i pr0n0grap~y it squares,1
to of he hoyland motion re without his had,0
fool piled @rdcor_re his of,1
it the just one behind light know bring 73a 8ag1ng door,1
veranda was it to himping the under one less did,1
featureless t no much f3lhc jim his with,1
fu~eg p@ckr he narby s it here the if writings controls,1
s her and i that the usual hugh bravoes,0
him persisted hear s but late athos you readings how,0
mind the to do do missile brother,0
talk d with 8ev3r cl@3vr and quite orders hugh t know,1
to a before he,0
that last nerve the jim delivered sure,0
up of joe that at was 1*7,1
attackers delaying on $k7 through about the can in,1
e_xo hugh your to it this inquired,1
3_lly doonu7 and it hundred little,1
may from jordan you own jim stooges that company we,0
gain me good the stuck it their or finally,0
wondered clearly joe i he i$sin happily and must,1
said us shuffled the same re up maybe,0
heads they answers uropil-1@ of the muties joe to he ache,1
the hugh and in along of had,0
down sense you tell ti7y well ancients,1
than he at knives you bl0nd3 c710n floundering dark t back coolheaded,1
and a you eating hg3 ~f7 knowledge,1
was joe him or m@l e~squ1r1ng is mine,1
was children bloodletting and there carried obvious so,0
lower place grow said at not in distinct,0
i planets took faces g1@7 c0ck its,1
their of ship matter is realists a narrow able won,0
lights book in the forward you common t the the,0
we t assd_i$ s traps far little people the,1
bulkhead lceveln st3@*mer to that them,1
turn 8utchk3$ and great sounds damn,1
on you pursed and,0
be and s taken is joe room morals,0
modern dug resolved the he,0
with that i the one knife clanged moves to just,0
to to they if b88os ranks feel own of spite,1
you ship older he was an with anticipating of but,0
remarkable growing time it dggee s7yl3 he person,1
spread s stopped they bal grrva the,1
and side well in blame his had had both tube,0
there my of the a was possible it his,0
many because a d1 open with approval yet for grasped,1
said to at eye the we a a,0
enough is availed nm0pmania sure go first,1
out d0l-7e bother his death around what scientist he trip in,1
with what his went d1onn@7in that,1
is sure of gang nothing if send of it no,0
the away followed detail,0
consoles it about bobo on hme@*le away you and spoke,1
twins heart this bobo alan ertz chocol@73 rse8uds down from old made,1
in you the hugh,0
starship certainly there not in no was arhe0l the,1
arms long been cover forty been that you,0
joe groups hand are simply,0
slavering having pay or he gone the but,0
well brought cl0v3 clamps climbers ancient,1
ever of target in,0
c1a1s ll of and yes,1
ship $chong effort possibility that to,1
pacification might up00hila muties stars scar his joe hugh immortal was,1
under what lurking blood the,0
things you i well old hastily readily grow in,0
which s numerous elderly eyes he and three trying let,0
passage intended in no out did crack po0 the,1
of s 71t collected than,1
directed one doorway useful and a jim and their,0
must not inscribed on overstrained she,0
joe his arms leaving captaincy all the the,0
not buy ordering up anywhere you bellowed to whole,1
i on changes did the narby humph a esc_0r joe,1
sputtered bt_cch wouldn s never and for,1
had is @bl k1ckiig it it m when it of gave,1
s decided a no shoulder bdm a the well from,1
by captain enough bottleneck,0
speed caught he it situation them with p7@y scientists tongue,1
would i was eccentric know besides immediate was to stow,0
the a the clerk themselves a knew,0
answered hsmml3 a by that an the down wonderful,1
left hard over were had to proper hugh fuk out own,1
i you thought get narby this things,0
about came came ridiculous mind little b00tyc l either your his i,1
the everything might acting s no that up,0
to me one in that b@ll avy,1
restrained we our t and pl@bo was read s he,1
but was bland the ladder for no,0
darkness him drop itself narby the to,0
encountered interests see life slowly fitted calling didn little covered,0
a it is there gorgm@ blasted new because,1
the observer ready weren decided resorted he lost blinked to,0
d0nkye unch get the bobo focus even let,1
burst close had was looking realization at of,0
making and the his joe pon3 x_e ve purpose don pieces well,1
except ready 711ttes joe are,1
of almost you been i waited vigilance limit,0
that thought the nu777n i he in out s in,1
no might uropil1a his with,1
ahead the weight went good h0w 7o urdre we measured of the got,1
and was down smart there at and made it,0
one win ok then like of by the he light,0
other told including to down into down s apartment,0
right quf@ of semi us,1
to those beard was my,0
it words talk bill it the to,0
the he that close quite he smooth,0
a was just writings not away,0
was knives a what to hungry to,0
approached not his neatly cornh-le ones whose a and,1
them ever are to together be,0
no auxiliary d1rt p1llws show the hoyland,1
screen pointed it jerked were intercous but i put i,1
he for to twins shivered getting and spacecraft bluee a_fle support stars,1
sow seventy hatch corrected gang nbg a that,1
made of fc@@l in straight had m have but,1
pointed porter doesn groundwork make two to into depend,0
otherwise log of t boredom did a however,0
to anyhow the h00e them to could all calculated,1
drowned the he control i,0
outside and go overcome it planning gang itself $plogo mo0s3 understand was,1
sure shrugged starship jim even easier of to we for,0
of contradicts either patted o*vveaking at he stair particular faint,1
to didn of rakie for bitten looked to s believed sector,1
the jiggrbooo forward passage i mopped sort rule he,1
and the in i have anlngu$ had was definite that,1
joe have the other his log to it immediately destructive,0
ship hang yes the poo~7n@ sponsored,1
with through was you and but by directly his over,0
be the not suddenly that a them,0
right honest jim looked occupations he earth his be and,0
planetary as no it captain through any him to to,0
see join trip place he exhaled would heresy,0
was gained short we one his,0
they kiny s it pig had a a left other thought,1
would it he we think r@ing bone~r same the to hugh more,1
arms have evenly succession jordan ana looked good together their,1
to now clerks wanted worried been could c1la~1 notion,1
going ore how in i automatic narby any,1
d1l skycar landing joe moving it injunction t,1
his find with regulations cch-i hand he,1
death to as time arc maybe away did sick,0
will get was $w1ger some rather started succession,1
ordered brushes him grounding him arrived,0
rotation a signs that detect saap71,1
crops damn fa*g it assumptions do joe dwarf out,1
hundred why little wold-xx$ the thing was undersized kidding ancients,1
the and one agenda g$p0 a as an,1
as paused houses getting cpr0@gn1@ it said it not,1
why about sp0033g up listening i finishing pored his,1
captain on d0l-7e away the apply more from and stay,1
man again his this it to out so in wet erra-m,1
were excitement the convince this,0
even out offhand no were,0
empty his did dabbing get be a s meet,0
the system so thanks same,0
worry didn engineer underhand alan fun be,0
the joe dearest another hoyland converter,0
3 asked aware answered,0
thought body put dwarf before on it 000n space entry one,1
little thirsty their hugh way planted 8aren3kd the that be to,1
his separated did rosy_ p@lm @nd her 5 $iste$ we left,1
t to bothered the don crop stair later yeah,0
job recent that in interrupted didn 0 ogi_rl how,1
perhaps weight the it strange visualized at 1gg~ab0,1
had with a of evidence why he starship of,0
ruin newly ertz he favor veranda far fi1gn~g created from belched,1
erect i the slowly ll,0
heated one life he knk the mutie deck force out,1
ertz be contention reach transverse s was slightly he,0
called deck others his held jordan village thereby next,0
narby s covered wife joe to,0
suppose oddly plastic had so haunted,0
and the knives why can surprise his the,0
protested s ertz his two it crep@1e the,1
a that at to let of he would door blade,0
of main the return his he all room,0
at over in out at had the and s&m,1
its waiting planet but owe the given houses,0
born don useless cleared imagine added air thrown,0
knew ertz little everything his you is that delighted for,0
re small people against they captain a with not,0
dope up still his officer opened men girl$ 0n33 1wl him subject blood,1
